,GSM215347,GSM215348,GSM215349,GSM215350,GSM215351,GSM215352,GSM215353,GSM215354,GSM215355,GSM215356,GSM215357,GSM215358
200628_s_at,306.7,440.9,342.5,596.7,692.0,705.0,594.5,556.5,524.3,411.1,456.4,419.8
200629_at,668.4,698.5,514.6,1037.9,1059.5,1135.8,963.7,994.3,937.1,647.8,759.3,622.8
200630_x_at,6790.9,4469.2,5599.0,5853.5,5503.7,6183.4,6627.2,6862.4,5986.4,6107.0,5277.8,4946.1
200631_s_at,6118.0,4913.6,6050.5,7363.2,5874.7,7547.1,7112.0,8222.3,6643.7,6312.3,6981.2,5927.7
200632_s_at,84.1,68.2,85.0,72.5,57.7,56.2,86.9,74.8,42.6,52.4,94.4,83.4
200633_at,17435.7,18745.3,18222.5,13770.1,15809.6,14479.7,14326.5,14938.9,14694.9,17224.2,17191.3,16845.9
200634_at,1615.7,1794.8,1925.7,2547.3,2761.3,2343.7,1772.7,1975.9,2845.3,1866.9,2303.8,2087.2
200635_s_at,208.0,190.1,99.1,104.0,76.9,112.3,76.4,109.0,96.4,96.3,127.8,110.4
200636_s_at,324.0,322.8,387.8,372.1,278.5,272.6,330.6,269.3,321.9,335.0,393.6,321.3
200637_s_at,95.5,108.8,83.6,63.7,46.8,63.5,57.3,38.8,52.3,59.7,65.5,87.6
200638_s_at,2028.9,3262.5,3685.4,4081.5,4015.4,3110.6,2366.9,2808.9,3974.9,3017.4,3544.1,3299.7
200639_s_at,3216.6,3047.6,2859.5,4028.9,3111.8,3427.5,4152.1,3671.6,4755.8,3699.4,3074.6,4331.1
200640_at,6570.9,8215.8,8090.5,6038.7,9049.8,7016.8,6242.8,6519.4,7119.1,8163.1,6998.0,6355.0
200641_s_at,1261.9,2203.5,2898.3,3016.6,3426.6,1911.8,1598.0,1836.3,2865.8,2070.7,1925.1,2661.4
200642_at,7928.5,10232.6,11994.3,10650.2,11710.8,10058.8,9482.3,10040.3,11487.3,10561.0,10004.6,11708.3
200643_at,376.6,319.0,233.1,288.2,260.4,327.1,305.2,227.7,251.7,295.7,355.3,305.3
200644_at,634.9,894.0,607.2,609.6,698.1,655.8,512.4,447.7,753.7,605.6,777.2,697.4
200645_at,2935.5,3498.4,3129.9,2748.6,2778.4,2604.5,2391.4,2590.8,2820.4,3242.9,4036.2,3122.4
200646_s_at,74.7,110.3,105.9,54.0,100.9,66.1,67.2,35.4,97.8,76.7,83.1,102.2
200647_x_at,2036.8,2166.2,1740.7,2471.6,2277.7,2335.8,2184.4,2390.2,2104.7,1981.7,2070.6,1689.4
200648_s_at,0.8,0.7,9.6,2.6,2.7,1.9,2.5,19.0,2.6,1.5,0.4,0.7
200649_at,112.5,126.6,123.0,109.9,108.5,80.3,95.3,69.7,94.4,99.5,97.3,86.0
200650_s_at,8499.1,9252.4,9535.5,13765.5,15566.9,14304.4,14370.2,14710.2,14473.0,11508.7,10774.0,11271.6
200651_at,10539.4,12153.8,14934.5,12630.9,16292.8,13081.8,11130.0,12534.3,14759.0,14140.6,12334.8,12803.7
200652_at,3856.2,4976.4,5109.9,4766.8,5338.8,4449.3,4281.9,4308.9,5121.2,5102.8,5071.7,5037.2
200653_s_at,1121.9,1106.1,1472.3,1820.9,2148.8,2104.1,1858.9,1976.1,1798.7,1141.8,1410.5,1527.2
200654_at,2104.1,1451.1,2009.2,1796.1,2111.8,2019.4,2335.4,1924.4,2173.8,1213.7,1630.5,1142.9
200655_s_at,1312.4,1402.4,1816.1,1893.8,1684.6,1683.6,1411.5,1682.6,1987.8,1553.2,1537.8,1474.0
200656_s_at,637.3,591.2,562.2,853.4,673.5,862.0,773.5,691.4,608.8,446.1,759.8,605.7
200657_at,4038.5,4103.1,4162.3,5273.0,5313.0,5292.3,5112.6,5344.4,5715.1,4342.4,4692.0,4256.6
200658_s_at,1291.1,1515.5,1722.3,1890.5,2557.2,1839.2,1634.8,1668.1,2314.9,1591.1,1363.9,1677.8
200659_s_at,346.5,356.7,309.1,462.1,468.9,678.2,526.2,517.1,556.2,328.4,313.1,270.1
200660_at,1697.2,2293.7,2674.8,2679.4,3359.8,2278.6,2381.6,2614.7,3691.0,2896.0,2307.2,3253.8
200661_at,433.9,601.6,491.1,439.3,371.8,402.0,286.1,312.6,337.7,471.1,707.5,433.2
200662_s_at,4462.2,4421.9,4354.8,4251.5,4324.2,4893.7,4737.6,5188.5,4456.9,4665.8,4973.2,4268.0
200663_at,3625.4,4060.5,4495.2,4606.0,4867.7,4496.8,4147.7,4412.6,5201.7,4406.8,4363.9,4429.3
200664_s_at,256.0,237.3,262.3,388.9,322.2,322.8,289.5,246.4,374.2,256.9,236.5,237.6
200665_s_at,65.7,54.2,50.0,36.1,40.1,35.2,21.6,49.4,29.5,42.8,29.0,53.9
200666_s_at,432.3,392.4,461.5,695.6,674.7,705.7,673.5,630.5,712.4,470.9,487.4,504.3
200667_at,1258.3,1304.2,1495.8,1438.7,1571.5,1832.3,1893.5,1648.0,1553.6,1453.1,1454.6,1400.3
200668_s_at,3707.9,2716.9,2827.5,3361.7,3123.6,3656.6,3704.4,3699.9,3559.0,3351.1,3312.6,3147.9
200669_s_at,1220.3,1237.0,1344.6,1611.2,1604.7,1404.0,1346.6,1364.7,1613.4,1408.3,1365.0,1437.2
200670_at,353.7,217.4,208.6,590.3,556.3,574.7,463.5,524.1,684.2,333.8,345.1,248.4
200671_s_at,9.7,2.4,54.2,42.8,9.9,22.5,1.6,8.6,7.6,47.8,10.9,27.7
200672_x_at,50.5,107.2,164.4,79.4,87.6,44.2,62.4,23.1,74.0,152.6,85.3,95.9
200673_at,3746.0,3616.7,3738.2,2639.1,2755.5,2554.3,2925.5,2941.5,3057.2,3241.8,3045.6,3509.0
200674_s_at,13871.3,14984.5,15122.9,14103.1,14896.2,13735.1,11495.9,14097.0,13407.8,14092.8,15010.8,13190.5
200675_at,811.6,1073.7,1104.7,1161.4,1167.4,1210.7,1024.6,1029.3,965.7,841.9,1297.8,889.3
200676_s_at,92.0,138.7,87.9,119.9,110.7,88.5,64.9,108.7,107.9,94.3,115.1,119.5
200677_at,2409.3,2204.0,2074.1,1617.8,1524.9,1988.3,1769.7,1936.0,1573.5,2030.5,2359.0,2062.5
200678_x_at,330.5,305.5,299.7,248.3,265.3,209.2,241.4,200.0,208.6,335.6,294.5,261.0
200679_x_at,3050.3,2287.4,3320.2,3031.8,2920.0,3032.0,2915.4,2899.0,3097.6,3091.3,2426.9,3205.2
200680_x_at,10564.2,9718.6,10630.5,9755.3,9676.5,10492.6,9645.9,10627.0,8664.9,9297.1,9673.1,9458.7
200681_at,2585.2,2377.4,2262.5,1797.7,1629.1,1786.6,1903.2,1938.6,1520.9,1795.6,2080.6,1993.8
200682_s_at,1431.1,1417.0,1631.1,1763.1,1818.3,1586.7,1730.4,1699.2,2053.0,2260.8,1756.8,1936.6
200683_s_at,596.9,625.0,579.4,660.5,670.2,606.6,641.7,679.6,686.4,715.7,762.5,713.1
200684_s_at,212.2,260.6,199.1,230.8,224.0,159.5,228.2,220.3,217.9,245.6,282.6,233.2
200685_at,655.3,349.9,496.6,446.6,455.5,483.5,619.5,603.0,576.9,530.1,406.0,577.5
200686_s_at,3793.1,3015.3,2760.1,3151.2,2818.6,3007.5,3216.6,2490.4,3614.8,3487.6,3183.4,3479.8
200687_s_at,1090.8,1008.9,1031.5,1169.5,1149.9,1283.9,1242.5,1124.2,1101.2,1006.5,1139.1,945.1
200688_at,173.7,152.0,182.7,178.9,185.5,203.5,152.0,164.6,179.7,195.3,187.7,217.1
200689_x_at,9284.0,10605.3,10848.6,10036.6,10963.6,9896.8,9081.0,9533.1,10427.4,9990.9,10825.9,9995.2
200690_at,325.9,297.8,330.2,360.0,194.7,257.1,290.1,321.2,353.0,307.9,187.6,273.1
200691_s_at,627.3,809.7,1105.4,1393.6,1510.2,1180.0,935.1,1042.4,1478.5,1010.8,1021.8,1078.0
200692_s_at,822.1,862.5,1127.1,1550.5,1305.4,1459.4,1294.7,1310.6,1402.9,1041.9,968.4,1052.6
200693_at,7149.1,7569.2,7189.4,6074.5,5619.8,5977.9,5755.4,5635.3,5676.4,7129.8,8320.8,7164.7
200694_s_at,1856.1,1741.0,1771.5,1953.1,1917.9,2004.2,2128.3,2256.0,2171.3,1865.4,2143.5,1701.2
200695_at,246.8,439.1,241.7,295.8,313.9,289.3,255.3,251.9,279.5,331.7,201.6,364.1
200696_s_at,64.4,118.3,90.6,91.3,94.0,41.7,65.1,62.2,84.4,116.2,76.7,81.9
200697_at,540.4,651.2,518.9,812.8,786.8,928.8,797.2,710.9,755.1,659.5,698.6,707.0
200698_at,269.9,316.0,429.4,690.7,596.3,503.3,507.7,434.9,602.7,355.5,328.6,381.8
200699_at,244.3,277.3,237.3,409.5,344.3,332.9,331.9,312.9,393.5,280.2,295.4,265.6
200700_s_at,719.4,860.5,746.0,1153.0,998.7,1170.6,868.3,948.5,1122.3,818.9,981.6,738.8
200701_at,419.2,609.5,625.4,547.0,621.0,416.6,310.2,376.4,571.3,520.6,572.8,576.5
200702_s_at,616.0,434.0,616.1,759.0,604.4,958.5,961.8,921.7,737.9,663.5,614.7,602.4
200703_at,4134.1,3817.8,4091.8,4541.6,4349.2,3978.3,4100.7,4052.6,4969.2,4604.4,4709.9,4491.8
200704_at,1152.8,1045.4,990.9,1155.1,890.2,1059.8,1175.2,1062.4,889.1,1012.1,1231.1,986.7
200705_s_at,8649.0,9125.9,10196.2,10593.0,10796.0,10591.3,10459.0,10897.7,11262.6,10354.7,9837.5,10038.6
200706_s_at,405.2,497.5,324.9,377.3,414.0,479.2,370.9,342.3,403.3,338.8,459.3,357.8
200707_at,145.8,246.7,277.9,188.5,259.2,238.9,209.0,157.8,206.5,226.5,268.7,195.2
200708_at,895.0,1169.3,861.3,1077.0,1047.8,1007.2,1069.9,1010.1,1043.6,889.1,1146.7,887.4
200709_at,1593.3,2287.6,1806.4,1861.2,1935.4,1590.2,1491.6,1689.6,2051.3,1585.8,2156.8,1718.0
200710_at,476.5,673.9,568.0,650.5,625.7,752.3,607.9,573.5,611.4,591.7,749.1,562.8
200711_s_at,1506.7,1310.7,1425.2,1221.2,1220.1,1210.9,1206.1,1297.5,1302.1,1378.8,1228.7,1239.8
200712_s_at,845.5,1125.2,1050.6,1330.7,1250.0,1077.1,1159.0,1095.5,1216.5,1035.1,1022.6,1087.1
200713_s_at,2267.9,2986.8,2868.6,2828.2,3247.9,3154.4,3047.4,3297.7,2927.7,2537.2,2844.9,2606.0
200714_x_at,645.2,850.7,718.5,649.7,701.1,600.3,640.5,488.6,615.9,644.0,766.5,720.0
200715_x_at,7414.6,8800.1,9127.8,6335.3,7469.7,5920.4,6403.4,6478.4,7239.3,7807.1,8256.9,8295.0
200716_x_at,18579.6,20199.6,22497.5,19714.3,22368.5,18534.4,17453.8,18406.0,20208.3,20868.3,18062.6,20187.3
200717_x_at,26373.3,28345.6,29196.2,26271.2,27932.6,26623.0,25511.0,26625.2,25714.5,27247.9,25467.7,26052.9
200718_s_at,10304.5,9173.7,10043.8,9057.0,9007.7,9003.2,8967.1,9551.3,9439.4,9888.6,9838.4,9378.9
200719_at,181.4,178.0,155.8,234.1,173.0,167.0,171.3,168.2,204.0,189.0,184.7,186.0
200720_s_at,168.9,181.5,144.5,138.3,192.2,129.3,145.3,144.7,152.5,156.1,154.9,145.3
200721_s_at,196.3,171.8,179.7,202.3,160.5,167.3,141.2,137.7,187.2,145.7,177.0,176.0
200722_s_at,1130.4,1333.6,1268.6,1123.1,1060.8,1057.6,990.7,982.5,1127.6,1142.4,1221.2,1322.5
200723_s_at,4587.7,4858.8,4623.3,4174.9,3975.1,4234.4,3963.9,3825.4,3837.7,4547.2,5053.9,4356.6
200724_at,36.2,26.7,17.5,41.8,8.2,32.1,31.5,2.4,20.7,33.1,39.6,29.6
200725_x_at,10897.2,12457.3,13615.9,10982.5,13882.2,12241.0,11077.8,12426.7,12042.5,11697.3,12421.7,11783.3
200726_at,4301.2,3603.3,3744.3,3258.0,3207.3,3614.2,3697.9,3759.5,3463.3,3867.4,3824.2,3780.5
200727_s_at,485.6,575.0,615.7,709.1,650.7,466.6,522.9,473.9,658.6,584.9,348.1,606.8
200728_at,5100.6,4370.3,5205.8,4233.2,4370.9,6177.3,5581.6,6077.0,4370.2,5099.5,4490.5,4305.9
200729_s_at,4188.1,3118.8,3619.3,3180.9,3454.4,3514.1,4009.0,3917.5,3656.5,3694.2,2828.1,3485.2
200730_s_at,95.9,201.5,176.2,298.5,312.6,214.3,150.7,179.5,276.0,176.7,144.5,192.2
200731_s_at,400.7,430.8,430.1,622.7,579.0,504.4,589.6,607.3,644.2,355.7,348.9,475.1
200732_s_at,856.4,1237.7,987.6,1221.1,1166.7,1266.4,1148.1,1377.7,1131.5,948.7,1290.4,983.5
200733_s_at,1532.9,1504.8,1258.1,2291.0,1846.2,2073.0,1899.4,1809.3,2351.4,1565.5,1741.7,1934.7
200734_s_at,303.8,417.9,347.0,397.8,415.0,277.6,283.8,328.2,337.8,384.1,321.5,363.7
200735_x_at,13319.2,14332.1,16095.3,15235.4,16519.1,14576.0,13883.5,14625.5,15782.2,13982.1,15647.5,15137.4
200736_s_at,889.2,1054.0,1267.5,1112.4,1319.3,1134.0,843.3,1043.1,1334.3,1286.3,1329.8,1119.3
200737_at,2080.5,2590.3,2716.0,2574.6,2554.7,2832.2,2227.3,2763.2,2490.6,2326.4,2456.5,2577.5
200738_s_at,7037.1,7507.3,7377.0,7944.0,8481.5,8323.8,7415.4,8088.7,7899.5,7545.6,7664.8,7577.7
200739_s_at,343.0,464.8,467.8,406.6,524.2,347.0,406.1,367.4,408.8,417.0,380.5,392.0
200740_s_at,1645.5,2000.9,1849.2,1511.9,1760.0,1633.0,1794.0,1809.8,1665.3,1779.9,1806.3,1800.6
200741_s_at,24051.1,25312.3,24371.0,22646.9,23867.7,22472.8,20822.9,21212.2,21712.3,24019.4,23769.3,22646.7
200742_s_at,521.9,670.6,505.1,538.8,464.4,390.6,446.3,446.1,454.9,516.8,527.3,551.1
200743_s_at,2286.2,2612.9,2147.6,1796.5,1738.5,1729.4,1695.2,1683.7,1820.2,2169.2,2474.3,2241.6
200744_s_at,1012.6,1106.7,1083.3,1290.1,1355.3,1451.3,1137.2,1162.4,1158.8,1182.2,1138.0,1059.4
200745_s_at,2182.1,2103.2,2101.2,2121.9,2160.8,2182.1,2470.0,2331.8,1681.4,2095.3,1776.8,1845.3
200746_s_at,3064.2,3118.4,2802.9,3024.3,3089.2,3418.2,3487.2,3200.6,2955.7,2907.2,3094.6,2896.6
200747_s_at,598.4,650.6,630.2,415.0,420.5,495.0,400.3,466.3,423.5,608.9,742.7,609.7
200748_s_at,5469.9,6106.3,8141.0,7531.5,7728.8,8042.0,6430.2,7947.7,7004.5,7713.6,8557.4,7847.4
200749_at,1134.0,1064.8,1070.3,2030.2,1744.2,1910.5,2082.1,1870.3,2160.4,1380.9,1321.8,1279.3
200750_s_at,8327.8,8911.8,9503.7,11640.5,12660.6,11400.6,10848.3,11198.4,10703.5,9452.3,8959.3,9603.8
200751_s_at,2221.8,2464.3,2987.1,2926.5,3086.0,2580.6,2459.5,2505.4,3321.5,2923.3,2713.4,3075.6
200752_s_at,137.7,251.6,236.0,108.6,172.7,111.3,98.1,214.4,164.4,194.6,295.3,217.2
200753_x_at,1526.7,1536.7,1789.8,3245.7,3241.5,2915.4,2559.9,2563.8,3269.1,1835.7,1851.4,1759.8
200754_x_at,7411.7,8539.3,7884.9,12396.1,12982.0,14414.1,12477.0,13302.8,11105.4,7927.1,9108.8,7773.8
200755_s_at,232.5,258.3,259.0,341.8,320.6,320.7,403.7,277.0,287.4,253.3,276.9,322.5
200756_x_at,163.0,142.9,211.7,209.7,304.0,200.1,197.0,183.3,243.9,177.6,124.0,204.3
200757_s_at,287.9,389.2,402.4,445.8,515.7,479.2,343.7,301.3,458.0,400.3,333.6,414.6
200758_s_at,420.3,518.8,535.9,493.9,492.8,545.8,485.9,538.3,578.8,421.6,572.5,595.8
200759_x_at,768.3,1141.8,970.3,1161.4,1332.3,1033.6,983.2,1092.5,1049.5,815.4,1173.3,1022.0
200760_s_at,7839.0,7750.8,9311.3,5837.9,6275.1,6601.7,6857.0,7320.6,6408.0,8931.8,7812.8,8095.2
200761_s_at,10977.4,10792.3,10372.9,7798.6,7833.4,8183.1,9030.4,9282.2,7556.5,11431.9,10816.8,10486.7
200762_at,1815.4,1274.3,1254.6,839.4,820.5,872.0,1175.1,935.7,947.3,1369.5,1324.1,1299.8
200763_s_at,18410.1,20095.2,20593.5,20817.0,20528.6,18454.8,16023.4,18401.4,20658.2,19970.9,20690.8,19400.9
200764_s_at,712.6,783.6,710.8,662.8,596.6,809.7,627.7,669.0,681.2,679.7,738.0,692.9
200765_x_at,1431.7,1805.4,1628.5,1500.8,1465.3,1648.8,1773.4,1671.9,1410.3,1465.2,1666.0,1646.1
200766_at,137.5,148.4,178.0,121.9,102.6,114.4,102.3,91.3,131.0,155.2,204.5,108.5
200767_s_at,339.8,312.6,293.3,370.8,302.9,497.2,440.3,430.8,350.4,294.7,370.5,309.0
200768_s_at,2109.9,1886.2,1771.5,4209.4,3734.3,4760.6,4994.9,4480.1,4460.8,2443.1,2532.1,2482.8
200769_s_at,105.7,244.1,241.6,388.7,329.7,266.5,260.5,201.0,317.4,289.8,198.0,310.6
200770_s_at,232.3,289.8,285.2,215.8,189.5,177.2,181.8,159.3,161.7,223.5,278.8,241.8
200771_at,495.1,628.7,581.9,473.3,510.8,403.2,390.4,396.1,554.9,670.5,681.3,510.3
200772_x_at,12671.8,12581.7,15501.3,15603.6,16285.0,17884.1,14910.3,16405.7,14974.8,14634.2,12547.5,14086.3
200773_x_at,9994.3,9172.0,9883.7,9741.4,10359.2,9757.3,9032.4,9810.0,10120.8,9379.5,8529.3,9291.0
200774_at,5317.7,4124.9,4009.4,4792.8,4239.1,5837.2,5863.9,5405.2,4215.9,4024.0,4095.7,4305.4
200775_s_at,7648.7,7358.3,7147.8,6841.5,7282.0,6302.2,7029.0,7255.9,6369.6,6958.5,6994.2,6853.8
200776_s_at,2190.3,1990.2,2095.8,3254.8,2844.6,2552.1,2638.1,2573.1,2973.6,2021.3,1771.9,2620.0
200777_s_at,3097.0,2739.8,3071.8,4021.4,3951.8,4654.1,4451.0,4717.0,4269.3,3206.2,3306.5,3202.5
200778_s_at,1384.4,1706.4,1846.0,1950.4,2026.7,1852.3,1682.5,1738.8,1875.5,1590.0,1592.6,1716.4
200779_at,1530.2,2525.4,2284.2,3874.6,3615.5,3685.0,3075.5,3336.0,3603.6,2781.8,3352.4,2986.1
200780_x_at,9555.0,10010.0,8679.1,8965.2,7796.8,9083.4,8037.6,8131.8,7254.4,8609.4,9601.8,8223.8
200781_s_at,19521.9,24193.1,22754.5,20076.6,23855.2,19671.8,20034.8,20642.9,18318.5,19739.3,19704.0,23803.0
200782_at,696.0,842.9,805.9,742.8,654.2,674.0,687.3,695.3,689.7,706.1,854.7,671.5
200783_s_at,1436.4,1301.4,1138.6,1071.6,1133.4,1172.3,1259.6,1330.0,1232.5,1432.6,1221.2,1299.6
200784_s_at,3.7,5.4,4.5,3.7,9.5,16.8,4.5,7.1,3.7,5.4,3.8,6.5
200785_s_at,27.0,56.2,8.8,34.4,12.0,20.0,36.7,17.1,7.7,66.1,4.3,33.9
200786_at,2705.3,2978.9,3850.5,3307.9,4168.1,3378.6,3162.7,3526.2,3880.9,3430.6,3425.0,3399.3
200787_s_at,265.0,263.1,172.7,418.9,367.6,353.5,326.4,282.4,427.2,223.5,187.9,243.9
200788_s_at,657.1,635.7,519.6,1155.0,1097.2,1054.8,1051.4,1024.2,1227.9,646.6,774.7,643.8
200789_at,1522.6,1569.6,1952.7,1199.0,1692.1,1478.7,1426.9,1280.5,1628.5,1470.1,1784.2,1659.6
200790_at,3564.0,3592.8,3457.0,5169.7,4957.6,5425.5,5334.8,5223.0,4871.7,3472.6,3773.7,3194.0
200791_s_at,1855.0,1712.4,1570.4,1419.3,1399.2,1453.8,1847.9,1623.4,1668.1,1670.6,1618.7,1651.6
200792_at,2962.2,3930.0,3684.0,3716.2,3858.2,3866.6,3786.7,3590.7,4227.6,3434.9,3721.7,3453.6
200793_s_at,725.3,826.0,824.1,760.7,668.1,786.7,711.5,818.1,699.7,780.8,894.3,785.2
200794_x_at,3285.8,4757.4,5194.9,4067.4,4650.5,3941.7,3405.1,3898.6,4259.7,4587.1,5078.6,4608.7
200795_at,3.2,1.7,20.8,18.7,5.8,2.4,13.1,4.0,13.7,44.0,16.8,11.2
200796_s_at,97.7,135.3,119.6,203.6,179.0,143.5,122.7,108.3,173.3,162.2,130.0,155.4
200797_s_at,2586.3,2652.5,2768.6,3074.5,2969.1,3396.1,2974.5,3392.6,2945.6,3748.7,4314.2,3814.6
200798_x_at,624.7,847.4,762.2,996.5,862.4,803.8,790.1,762.7,909.9,890.6,1084.8,1031.2
200799_at,1286.7,1214.8,1069.2,1657.0,1564.0,1803.3,1891.9,1791.1,1778.4,1312.3,1312.9,1289.9
200800_s_at,396.0,695.7,741.2,1118.0,1014.8,1068.9,961.3,843.8,949.3,573.9,772.9,661.3
200801_x_at,23469.1,29113.4,27873.2,26200.2,27550.2,24481.6,22656.3,23042.3,24319.8,24616.7,23856.0,23919.8
200802_at,781.0,917.4,707.0,881.0,936.9,903.0,950.1,961.0,883.8,807.4,966.7,769.5
200803_s_at,1570.0,2035.0,2055.9,1815.1,2117.3,1659.1,1743.0,1730.7,2102.4,1850.4,2182.7,1855.0
200804_at,2828.4,3137.9,2854.5,2636.3,2619.5,2869.5,2895.0,2883.3,2574.9,2696.6,2930.4,2648.0
200805_at,435.5,605.3,673.8,523.0,619.2,552.7,456.3,452.4,580.6,542.8,638.1,549.1
200806_s_at,4191.3,4796.9,5139.8,6862.9,8321.5,7575.1,7690.4,6905.2,7197.5,4907.3,5433.3,5220.3
200807_s_at,10115.0,10786.9,10533.9,13354.3,14526.4,15186.7,14795.9,15146.2,12638.5,9771.4,11149.6,9711.4
200808_s_at,145.5,250.7,202.0,238.8,222.1,227.0,211.8,256.3,232.5,157.7,172.9,170.1
200809_x_at,17035.6,18779.7,21443.5,18174.6,19712.1,18569.1,16398.5,19096.6,17624.5,19144.9,19221.2,17718.8
200810_s_at,4622.4,3579.1,3592.8,3236.4,2978.5,3802.9,4025.3,4126.2,3100.6,3751.5,3742.4,3753.8
200811_at,991.2,855.1,805.0,669.8,691.9,707.8,797.9,756.4,695.2,912.8,835.3,844.0
200812_at,1894.8,2428.8,2325.0,2642.6,2844.6,2999.2,2320.9,2601.2,2769.8,2091.0,2941.2,2278.5
200813_s_at,308.3,482.8,480.4,380.9,357.6,461.4,353.6,329.9,399.5,347.7,381.0,468.5
200814_at,1281.5,1709.2,1731.0,1532.1,1484.4,1514.6,1250.2,1509.7,1572.4,1662.8,1809.0,1484.9
200815_s_at,274.9,462.5,356.2,394.2,443.0,361.2,426.4,394.4,355.1,386.8,454.0,384.2
200816_s_at,1063.1,1267.4,1011.9,890.3,861.3,1065.5,1026.2,1081.8,976.1,972.9,1124.2,987.8
200817_x_at,15732.5,17198.6,18482.7,17557.7,18593.8,16884.4,15243.1,16108.7,17353.6,17768.6,17319.2,17307.4
200818_at,5468.4,6085.8,6383.6,6147.9,6246.4,5155.0,5238.1,5872.8,5661.9,6393.8,6167.7,6557.3
200819_s_at,12909.7,15044.9,16271.7,15404.1,17893.9,14277.1,13507.0,14255.2,15703.5,15232.1,13952.5,15503.0
200820_at,897.2,1009.9,1250.2,1273.9,1482.9,1220.2,1098.9,1172.4,1399.6,1063.9,1310.9,1073.7
200821_at,914.6,816.4,847.8,590.1,583.6,658.0,718.4,643.5,756.8,922.6,1057.5,937.8
200822_x_at,1711.5,2135.4,2093.2,2491.1,2483.5,2316.4,2000.4,1895.3,2395.1,2192.3,2689.4,2322.9
200823_x_at,7504.0,7093.9,7944.1,6940.3,8400.6,6695.2,6033.8,6748.6,7572.6,7603.8,7640.1,6574.5
200824_at,421.1,616.6,768.1,707.2,885.3,677.1,465.4,501.3,678.4,504.4,774.2,713.6
200825_s_at,325.8,626.9,574.1,758.8,780.5,655.7,453.4,437.2,694.1,406.5,451.4,565.3
200826_at,5715.6,5308.1,5498.9,5248.5,6270.3,5230.9,4970.6,5404.1,5860.2,5443.9,5468.0,5453.6
200827_at,227.5,310.1,186.2,278.5,325.0,338.1,267.2,276.6,286.4,182.2,351.5,228.5
200828_s_at,3323.0,3293.2,3323.1,3492.2,4053.3,3428.7,3626.1,3556.7,3422.3,3392.4,3436.6,3298.9
200829_x_at,2746.7,2632.5,2393.0,3174.4,3226.3,3493.5,3721.8,3826.6,3456.3,2792.2,2971.9,2731.2
200830_at,1829.9,2040.1,1977.6,1875.4,1815.3,2116.4,1875.4,1913.9,1826.1,1904.1,2230.8,1829.7
200831_s_at,102.6,94.7,88.4,55.7,61.0,78.9,69.6,77.3,80.3,79.3,58.7,56.3
200832_s_at,419.6,464.6,436.1,617.0,656.4,683.9,637.4,622.9,597.9,407.3,519.4,463.9
200833_s_at,4448.4,4186.3,3921.6,6436.1,6302.8,6793.1,7013.2,6912.1,6358.3,4104.2,4221.2,4296.0
200834_s_at,17068.1,18738.9,19799.8,17446.7,20293.3,18572.8,16159.7,17821.3,17663.7,18099.2,18322.1,17113.0
200835_s_at,122.2,70.1,175.2,111.2,58.1,268.7,146.1,158.3,78.7,86.2,49.0,104.5
200836_s_at,366.0,228.5,129.2,290.0,234.8,233.7,254.0,216.5,257.2,69.0,234.8,280.0
200837_at,710.2,885.4,930.1,964.2,1083.4,992.7,1014.3,886.0,1053.2,877.8,967.4,832.1
200838_at,285.8,288.7,207.0,312.9,213.6,318.0,242.4,184.2,306.0,268.7,251.2,238.6
200839_s_at,823.6,647.2,667.8,552.7,517.5,585.8,540.8,549.3,476.3,711.4,762.1,572.7
200840_at,7895.0,8017.7,8595.5,9123.5,9515.3,10297.8,10318.7,11186.5,9008.3,8483.7,8979.1,7906.9
200841_s_at,497.7,455.1,469.5,481.7,478.5,407.9,514.7,556.8,379.6,427.5,328.5,401.9
200842_s_at,1577.7,1284.1,1244.6,1268.4,1028.3,1340.1,1435.2,1545.9,970.3,1251.9,963.8,840.1
200843_s_at,1300.1,1347.5,1201.0,1257.4,1160.9,1409.2,1305.3,1339.0,1086.6,1183.7,1324.0,1152.0
200844_s_at,2664.1,2630.8,3514.2,3060.1,3497.6,3604.6,2838.3,3850.3,3105.2,3141.9,3315.2,2801.3
200845_s_at,3487.8,3418.9,3113.1,3378.6,3051.6,3901.6,3838.9,3938.0,3154.8,3533.8,3269.0,2977.0
200846_s_at,954.0,1284.4,1449.2,1535.1,1873.9,1575.4,1042.3,1184.4,1458.1,1018.8,1436.7,1232.3
200847_s_at,3098.1,3096.5,3252.4,2480.4,2349.2,2473.3,2844.0,2783.7,2415.6,3362.1,3280.7,2977.7
200848_at,1135.1,819.8,799.9,788.0,550.4,889.6,866.9,859.9,531.8,755.8,842.3,679.5
200849_s_at,1313.1,1464.4,988.4,1007.3,903.1,1131.0,996.2,960.3,789.2,1054.9,1513.2,1015.3
200850_s_at,3664.7,4051.6,3099.4,2660.6,2593.3,2952.9,3227.9,2987.9,2581.3,3127.2,3431.3,3366.8
200851_s_at,2460.3,2938.7,2118.7,1853.0,1739.2,2115.1,2292.0,2132.3,1689.2,2209.6,2740.3,2469.6
200852_x_at,434.7,480.8,409.9,502.3,522.0,631.0,516.6,425.0,563.4,445.7,635.7,496.2
200853_at,6843.4,7951.8,8583.9,8122.5,7964.1,6745.6,6974.1,7120.9,9202.2,7437.2,8230.2,8771.0
200854_at,342.0,350.0,322.7,258.4,270.5,294.7,289.6,282.1,235.6,323.0,322.4,263.7
